Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source
Abduljabbar Rashid S.; Fatikhan Ataalla A.; Mashhadany Y.A.; Algburi S.; Arsad N.,"Abduljabbar Rashid, Sami (57208753348)""; Fatikhan Ataalla, Abdalrahman (58817198500); Mashhadany, Yousif Al (57798037600); Algburi, Sameer (57195281087);"" Arsad, Norhana (24723397100)","57208753348"";58817198500;57798037600;57195281087;"" 24723397100",Next-Generation Water Management and Crop Modeling of Sustainable Energy in PLC Based on Agrivoltaics Systems With IoT,2025,IEEE Access,13,,,118293,118309,7,10.1109/ACCESS.2025.3586204,https://www.scopus.com/pages/publications/105010047170?origin=resultslist,"The integration of PLC controllers and LoRaWAN-IoT in sensor-based Agrivoltaics Systems (AVS) presents a cutting-edge approach to sustainable energy management and precision agriculture. AVS strives to combine solar energy generation with agriculture to optimize land utilization. Nevertheless, these systems encounter various issues, particularly regarding water management, energy efficiency, and communication between agricultural components. Moreover, standard crop models fail to adjust to shifting climate conditions, resulting in inaccurate yield forecasts. Smart control systems are essential for managing energy production and consumption in agricultural activities. Tackling these issues is essential for improved resource utilization, lowering costs, and promoting sustainable agriculture. This paper proposes an IoT-driven framework for optimizing water management and dynamic crop modelling, ensuring efficient resource utilization in agrivoltaics environments. By combining PLC for high-speed data transmission and LoRaWAN for long-range, low-power connectivity, the system enables seamless communication between distributed sensors, minimizing infrastructure costs and enhancing scalability. Real-time data analytics is employed to improve water conservation, crop health prediction, and energy efficiency. Additionally, the dynamic crop modelling framework adapts to climatic variations, optimizing land use for both agriculture and renewable energy generation. The experimental demonstration of this model is performed in MATLAB, and simulation results and real-world case studies validate the effectiveness in terms of planting area quality, energy production, and beam and diffuse shading factors. The comparative analysis is performed among the baseline methods for the parameters like power generation, Irrigation supply, yield production and irrigation water productivity calculation, and Voltage/current analysis. This research highlights the potential of LoRaWAN-IoT and PLC-based agrivoltaics systems in fostering sustainable farming while promoting the dual use of land for agriculture and renewable energy generation. © 2013 IEEE.","Agrivoltaics systems""; dynamic crop modeling; LoRaWAN-IoT; PLC; precision agriculture; sustainable energy;"" water management","Agribusiness""; Crop rotation; Energy efficiency; Quality control; Solar energy; Sustainable agriculture; Agrivoltaics system; Crop modeling; Dynamic crop modeling; Energy; Energy productions; LoRaWAN-IoT; PLC; Precision Agriculture; Sustainable energy; Waters managements;"" Precision agriculture",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Ji H.; Song D.; Zhang C.,"Ji, Hong (60195863700)""; Song, Dongfang (60195766000);"" Zhang, Chuansheng (59730644000)","60195863700"";60195766000;"" 59730644000",Automatic water-saving irrigation technology for farmland based on PSO-ELM algorithm and micro control unit,2025,Frontiers in Mechanical Engineering,11,,1619319,,,1,10.3389/fmech.2025.1619319,https://www.scopus.com/pages/publications/105021964387?origin=resultslist,"In response to the significant waste of agricultural irrigation resources and the inaccuracy of water demand predictions, this study aims to develop an automated irrigation system that can reduce fluctuations in water volume and enable precise control. Against the backdrop of current water scarcity and low agricultural water efficiency, improving irrigation precision is of great significance for ensuring food security and promoting sustainable agricultural development. This study combines particle swarm optimization algorithm with extreme learning machine and integrates it into a microcontroller to construct a new intelligent irrigation system. This technology can solve the problem of inaccurate crop water demand predictions in existing technologies and promote the transformation of intelligent agriculture from empirical to data-driven. This technology uses a LoRa based wireless sensor network to collect data and is controlled by a microcontroller. The particle swarm algorithm optimizes the initial parameters of the extreme learning machine, improving the accuracy with which it predicts farmland water demand. The results showed that the proposed method had the lowest root mean square error value, with an average of only 0.1025, indicating that the algorithm had the most accurate irrigation prediction effect. The automatic water-saving irrigation technology proposed in this study required less water compared to traditional irrigation techniques, with a minimum water consumption of 3015 m3/hm2 and a maximum water consumption of only 5268.3 m3/hm2. The system’s accuracy in predicting crop irrigation water demand could reach over 98%. The method proposed in this study can accurately control irrigation water. It can also maximize irrigation water conservation. This brings new research directions for the knowledge system of automated water-saving irrigation technology in farmland. It also provides new technical ideas for the development of intelligent agricultural irrigation technology. Copyright © 2025 Ji, Song and Zhang.","automatic irrigation""; combining algorithms; extreme learning machine (ELM); micro control unit; particle swarm optimization (PSO);"" water-saving agriculture","Agricultural machinery""; Crops; Farms; Forecasting; Irrigation; Knowledge acquisition; Learning algorithms; Learning systems; Machine learning; Water conservation; Water management; Automatic irrigation; Combining algorithm; Extreme learning machine; Learning machines; Micro control unit; Particle swarm; Particle swarm optimization; Swarm optimization; Water demand; Water-saving agricultures;"" Particle swarm optimization (PSO)",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Fu K.; Sun X.; Chen K.; Mo L.; Xiao W.; Liu S.,"Fu, Kaixiang (58740632600)""; Sun, Xutong (58804923500); Chen, Kai (58835417400); Mo, Li (7103299799); Xiao, Wenjing (57205197286);"" Liu, Shuangquan (12781056200)","58740632600"";58804923500;58835417400;7103299799;57205197286;"" 12781056200",Monthly Runoff Prediction Based on Stochastic Weighted Averaging-Improved Stacking Ensemble Model,2024,Water (Switzerland),16,24,3580,,,7,10.3390/w16243580,https://www.scopus.com/pages/publications/85213084657?origin=resultslist,"The accuracy of monthly runoff predictions is crucial for decision-making and efficiency in various areas, such as water resources management, flood control and disaster mitigation, hydraulic engineering scheduling, and agricultural irrigation. Therefore, in order to further improve the accuracy of monthly runoff prediction, aiming at the problem that the traditional Stacking ensemble method ignores (the base model correlation between different folds in the prediction process), this paper proposes a novel Stacking multi-scale ensemble learning model (SWA–FWWS) based on random weight averaging and a K-fold cross-validation weighted ensemble. Then, it is evaluated and compared with base models and other multi-model ensemble models in the runoff prediction of two upstream and downstream reservoirs in a certain river. The results show that the proposed model exhibits excellent performance and adaptability in monthly runoff prediction, with an average RMSE reduction of 6.44% compared to traditional Stacking models. This provides a new research direction for the application of ensemble models in reservoir monthly runoff prediction. © 2024 by the authors.","deep learning models""; ensemble models; improved stacking; monthly runoff prediction;"" stochastic weight averaging","Disaster prevention""; Prediction models; Runoff; Deep learning model; Ensemble models; Improved stacking; Learning models; Monthly runoff prediction; Runoff prediction; Stackings; Stochastic weight averaging; Stochastics; Weight averaging; correlation; drainage basin; flood control; machine learning; numerical model; river discharge; runoff;"" Rivers",Article,Final,"All Open Access"";"" Gold Open Access",Scopus
Jasim A.A.; Hason M.M.; Sahar A.A.; Kadhim T.H.,"Jasim, Ammar A. (57216856117)""; Hason, Mahir M. (35798586700); Sahar, Awad A. (57221162692);"" Kadhim, Talal Hasan (57216501115)","57216856117"";35798586700;57221162692;"" 57216501115","DESERTIFICATION PHENOMENON ASSESSMENT IN AL-HAY DISTRICT, WASIT/IRAQ USING REMOTE SENSING TECHNIQUES",2025,Iraqi Bulletin of Geology and Mining,21,1,,491,507,0,10.59150/ibgm2101a26,https://www.scopus.com/pages/publications/105009717950?origin=resultslist,"Desertification has developed rapidly in recent years due to years of neglect in environmental management, especially in the agriculture and irrigation sectors in the study area (Al-Hay District, Wasit Governorate, Iraq). Several factors have combined to create this problem within the lands of the study area, represented by natural geographical factors, such as climate, soil, water, and natural vegetation. Therefore, it has become necessary to address the phenomenon of desertification in this work, especially after waves of water scarcity, problems of human urban expansion, and droughts that have swept many countries. The current research aims to evaluate the desertification phenomenon by monitoring the changes in the land cover and land use of the study area, as an attempt to develop solutions and proposals that may contribute to the process of reducing the spread of desertification. Integration between remote sensing (RS) techniques and geographic information systems (GIS) is utilized to evaluate desertification and assess the sensitivity of areas to this phenomenon that traditional methods (e, g. direct observation, map interpretation, and field survey) are unable to provide. Supervised and unsupervised classification techniques were utilized to build a geographic information base by analyzing and interpreting the satellite images of the Landsat 8 satellite. The findings demonstrated how crucial it is to integrate RS and GIS while tracking the desertification phenomenon, both inside and outside of the study area. The categorized images are considered appropriate for further research because Kappa coefficients are considered significantly of about more than 0.86. © 2025, Iraq Geological Survey. All rights reserved.","Desertification""; GIS; land cover/land use; Landsat satellite;"" remote sensing",,Article,Final,"All Open Access"";"" Gold Open Access",Scopus
Morchid A.; Elbasri A.; Oughannou Z.; Qjidaa H.; El Alami R.; Bossoufi B.; Mobayen S.; Skruch P.,"Morchid, Abdennabi (57226357682)""; Elbasri, Abdennacer (59944638300); Oughannou, Zahra (57215416057); Qjidaa, Hassan (12144280900); El Alami, Rachid (6507532856); Bossoufi, Badre (36808993400); Mobayen, Saleh (24822975200);"" Skruch, Paweł (26538956900)","57226357682"";59944638300;57215416057;12144280900;6507532856;36808993400;24822975200;"" 26538956900",An Innovative Smart Irrigation Using Embedded and Regression-Based Machine Learning Technologies for Improving Water Security and Sustainability,2025,IEEE Access,13,,,100731,100751,16,10.1109/ACCESS.2025.3577911,https://www.scopus.com/pages/publications/105008133636?origin=resultslist,"Global agriculture is facing major challenges such as food security, sustainable water management, and the preservation of natural resources. Water scarcity, exacerbated by climate change, requires adopting more efficient agricultural practices. Traditional irrigation systems, often imprecise, contribute to water wastage. The use of embedded systems and machine learning offers a solution for optimizing irrigation according to local conditions and actual crop needs while contributing to food security and environmental sustainability. This study proposes an innovative approach to irrigation management, integrating real-time data and predictive models to improve irrigation efficiency. This study proposes an irrigation system based on embedded systems, using sensors and algorithms to collect and analyze data in order to optimize water management. The system adjusts irrigation levels according to specific crop needs, thus contributing to more sustainable water management. Using ML algorithms like linear regression algorithms to model the relationships between environmental factors and crop water requirements, enabling accurate prediction of required irrigation levels based on data collected by sensors. The use of embedded systems such as the ESP32, combined with temperature, humidity, and water level sensors, has enabled the development of an autonomous and efficient system for collecting data in real-time and processing it for decision-making. The proposed model has an MAE of 0.8434, an RMSE of 0.8434, and a coefficient (R2 Score) of 0.4044, offering soil moisture prediction accuracy. Furthermore, the training time of our model is 0.00253 seconds, while the prediction time is 0.00117 seconds. These results show not only the performance of the proposed model in terms of accuracy but also its computational efficiency, outperforming some of the studies mentioned. The results of the study show a significant reduction in water consumption, with a marked improvement in water resource management. Discussions reveal that the integration of embedded systems with machine learning algorithms can not only improve irrigation efficiency but also contribute to the sustainability of agriculture by enabling more accurate and adaptive management of water resources. This paper represents an important step towards improving food security and sustainable water management, particularly in regions facing increasing climatic challenges. © 2013 IEEE.","climate change""; Embedded systems; food security; intelligent irrigation; irrigation optimization; linear regression; machine learning algorithms; smart agriculture; sustainable agriculture;"" water management","Climate change""; Computational efficiency; Crops; Data handling; Decision making; Embedded software; Food supply; Information management; Irrigation; Learning algorithms; Learning systems; Linear regression; Machine learning; Smart agriculture; Soil moisture; Sustainable agriculture; Water conservation; Embedded-system; Food security; Intelligent irrigations; Irrigation optimization; Irrigation systems; Machine learning algorithms; Smart agricultures; Sustainable agriculture; Sustainable water management; Waters managements; Embedded systems;"" Water management",Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Assadi M.A.Z.; Nasiri A.; Zandi R.; Shafiei N.,"Assadi, Mohammad Ali Zanganeh (58755494200)""; Nasiri, Abouzar (57192068568); Zandi, Rahman (57211692911);"" Shafiei, Najmeh (57222735756)","58755494200"";57192068568;57211692911;"" 57222735756","Impact of crop types on land subsidence: a case study of Nourabad aquifer, Iran",2024,Environmental Monitoring and Assessment,196,12,1271,,,1,10.1007/s10661-024-13453-w,https://www.scopus.com/pages/publications/85210472850?origin=resultslist,"During the recent decades, subsidence has increasingly occurred in many countries around the world, with the case being even worse for developing countries like Iran. In Iran, the main factor contributing to the occurrence of land subsidence is excessive groundwater extraction of groundwater for agricultural activities. One of the best techniques for subsidence detection is differential interferometry. In terms of agricultural development, Nourabad is an important plain in Fars province, Iran, where land subsidence due to overconsumption of groundwater has been experienced during the recent past. Cropping pattern plays a significant role in the subsidence and acknowledging the critical state of water resources in Iran alongside the fact that the farming method, in terms of its water demand can greatly contribute to reduced level of local aquifer reserve and hence the occurrence of land subsidence, the present research seeks to investigate the effect of farming method (i.e., dry farming, irrigated farming, and summer crops farming) on the subsidence in Nourabad Watershed. Satellite images acquired by Sentinel-2 and Sentinel-1 were used. Data analysis was performed through radar data interferometry, support vector machine (SVM), and a hybrid of the two via spatial regression. Results of SVM showed that The maximum land subsidence recorded was approximately 10 cm per year was experienced on rice-farmed lands. Fields cultivated with rice exhibited a subsidence rate 50% higher than those with wheat"""""""") would emphasize the relationship between agricultural practices and environmental effects. Investigation of cropping pattern was showed The correlation between groundwater extraction and land subsidence was significant at p < 0.05"""""""". © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2024.","Cultivation type""; GEE; Land subsidence; Nourabad aquifer in Fars province; Radar data interferometry;"" Support vector machine","Agriculture""; Crops, Agricultural; Environmental Monitoring; Groundwater; Iran; Support Vector Machine; Water Supply; Iran; Agricultural robots; Aquifers; Fertilizers; Hydrogeology; Subirrigation; Support vector regression; Water management; ground water; Case-studies; Cropping patterns; Cultivation type; GEE; Groundwater extraction; Land subsidence; Nourabad aquifer in fars province; Radar data; Radar data interferometry; Support vectors machine; aquifer; crop plant; data interpretation; environmental impact assessment; ground conditions; ground settlement; groundwater abstraction; interferometry; irrigation; satellite data; satellite imagery; Sentinel; subsidence; support vector machine; agricultural parameters; aquifer; Article; crop production; cropping system; digital  elevation  model; dry farming; environmental impact; geographically weighted regression; groundwater depletion; human; interferometry; Iran; irrigated farming; land subsidence; model; Nourabad aquifer; satellite imagery; spectral vegetation index; summer  crops farming; support vector machine; agriculture; chemistry; crop; environmental monitoring; Iran; procedures; water supply;"" Groundwater resources",Article,Final,,Scopus
Li K.; Guo G.; Zhang D.; Lei M.; Wang Y.,"Li, Kai (57205456274)""; Guo, Guanghui (25623149200); Zhang, Degang (59069120400); Lei, Mei (24473310600);"" Wang, Yingying (57659932600)","57205456274"";25623149200;59069120400;24473310600;"" 57659932600",Accurate prediction of spatial distribution of soil potentially toxic elements using machine learning and associated key influencing factors identification: A case study in mining and smelting area in southwestern China,2024,Journal of Hazardous Materials,478,,135454,,,27,10.1016/j.jhazmat.2024.135454,https://www.scopus.com/pages/publications/85201366375?origin=resultslist,"Accurate prediction of spatial distribution of potentially toxic elements (PTEs) is crucial for soil pollution prevention and risk control. Achieving accurate prediction of spatial distribution of soil PTEs at a large scale using conventional methods presents significant challenges. In this study, machine learning (ML) models, specially artificial neural network (ANN), random forest (RF), and extreme gradient boosting (XGB), were used to predict spatial distribution of soil PTEs and identify associated key factors in mining and smelting area located in Yunnan Province, China, under the three scenarios: (1) natural + socioeconomic + spatial datasets (NS), (2) NS + irrigation pollution index (IPI) datasets, (3) NS + IPI + deposition (DEPO) datasets. The results highlighted the combination of NS+IPI+DEPO yielded the highest predictive accuracy across ML models. Particularly, XGB exhibited the highest performance for As (R2 =0.7939), Cd (R2 =0.6679), Cu (R2 =0.8519), Pb (R2 =0.8317), and Zn (R2 =0.7669), whereas RF performed the best for Ni (R2 =0.7146). The feature importance and Shapley additive explanation (SHAP) analysis revealed that DEPO and IPI were the pivotal factors influencing the distribution of soil PTEs. Our findings highlighted the important role of DEPO in spatial distribution prediction of soil PTEs, which has often been ignored in previous studies. © 2024","Machine learning""; Potentially toxic elements; Predictive accuracy; Relative importance analysis;"" SHAP analysis","China""; Yunnan; Adaptive boosting; Prediction models; Risk assessment; Soil pollution control; aspartic acid; cadmium; copper; element; lead; nitrogen; potassium; soil organic matter; zinc; Accurate prediction; Importance analysis; Machine learning models; Machine-learning; Pollution index; Potentially toxic elements; Predictive accuracy; Relative importance analyze; Shapley; Shapley additive explanation analyze; artificial neural network; machine learning; mining; smelting; soil pollution; spatial distribution; toxic material; analytic method; Article; artificial neural network; atmosphere; catchment area; chemical analysis; China; climate; comparative study; cross validation; environmental management; extreme gradient boosting; irrigation pollution index; machine learning; meteorological phenomena; mining; prediction; random forest; Shapley additive explanation; smelter; socioeconomics; soil; soil acidity; soil parent material; soil pollution; soil property; solid waste management; spatial analysis; surface soil; temperature; toxicity; article; case study; China; controlled study; major clinical study;"" Soil pollution",Article,Final,,Scopus
Guo M.; Cao L.; Dong J.; Bidegain G.; Yang X.; Xu H.; Li H.; Zhang X.; Liu G.,"Guo, Meiyu (57195245268)""; Cao, Linquan (58190009500); Dong, Jianyu (57202777074); Bidegain, Gorka (55382865900); Yang, Xiaolong (57205283413); Xu, Haili (58943871400); Li, Hongliang (37021533200); Zhang, Xiumei (55881634400);"" Liu, Guize (56102845300)","57195245268"";58190009500;57202777074;55382865900;57205283413;58943871400;37021533200;55881634400;"" 56102845300",Ensemble habitat suitability model predicts Suaeda salsa distribution and resilience to extreme climate events,2025,Journal of Environmental Management,373,,123700,,,9,10.1016/j.jenvman.2024.123700,https://www.scopus.com/pages/publications/85212241844?origin=resultslist,"Climate anomalies lead to an increased occurrence of extreme temperature and drought events in coastal wetlands, resulting in heightened survival pressure on salt marsh plants. It is imperative to anticipate the effects of these events on the habitat suitability and resilience of coastal salt marsh vegetation to inform restoration efforts and management strategies. Herein, an ensemble model was developed to evaluate the recovery of Suaeda Salsa in the two subsequent years following the anomalously high temperatures and decreased precipitation experienced during the summer of 2018, potentially leading to a decline in this species in the eastern coast of Liaohe Estuary wetland (Bohai Sea, China). Additionally, the resilience of the ecosystem was evaluated based on the evolution of density and morphology metrics of S. salsa. The findings suggest that the ensemble model demonstrates exceptional predictive performance in assessing habitat suitability, as evidenced by True Skill Statistic (TSS) values of 0.94 ± 0.02 and 0.96 ± 0.03 for the years 2019 and 2020, respectively, and Area Under the Receiver Operating Characteristic Curve (AUC) values of 0.96 ± 0.03 in 2019 and 0.97 ± 0.02 in 2020. Tidal elevation and soil salinity were identified as the primary predictors for the habitat suitability of S. salsa, while sand content emerged as the most influential factor driving its expansion. The core and suitable habitat areas of S. salsa experienced a significant increase from 9.61 ± 1.16 km2 in 2019 to 15.66 ± 2.24 km2 in 2020, representing a 62.96 ± 8.44 % growth. A notable increase in density and above-ground biomass was noted, indicating a potential recovery of salt marsh vegetation from multi-stresses. However, a decline in below-ground biomass, from 61.9 g m−2 in August 2018 to 39.8 g m−2 in August 2020, suggests a reduction in the resilience of S. salsa to future disturbances. This decrease in below-ground reserves, which were crucial for the tolerance of S. Salsa, may impact the vegetation's ability to withstand future challenges. The results highlight the effectiveness of optimizing freshwater irrigation and implementing artificially constructed tidal channels as strategies for future restoration efforts. Besides, the evaluation method of habitat suitability and bio-metrics proposed herein is applicable to the restoration and protection for other estuarine halophytes. © 2024","Climate anomalies""; Disturbance; Esturine; Salt marsh;"" Vegetation","Chenopodiaceae""; China; Climate; Climate Change; Ecosystem; Salinity; Wetlands; Bohai Sea; China; Liaohe Estuary; Liaoning; Pacific Ocean; Yellow Sea; fresh water; Climate anomalies; Disturbance; Ensemble models; Esturine; Extreme climates; Habitat suitability; Habitat-suitability models; Marsh vegetation; Salt marshes; Suaeda salsa; biomass; climate change; drought; freshwater input; morphology; temperature effect; vegetation type; wetland; area under the curve; Article; biomass; climate change; controlled study; density; ecosystem; ecosystem resilience; freshwater species; generalized additive model; high temperature; irrigation (agriculture); machine learning; maximum entropy model; molecular evolution; nonhuman; precipitation; random forest; receiver operating characteristic; salt marsh; soil salinity; species distribution; species habitat; Suaeda salsa; summer; vegetation; wetland; Amaranthaceae; China; climate; climate change; ecosystem; salinity; wetland;"" Abiotic",Article,Final,,Scopus
Comparetti A.; Fagiolini A.; Fountas S.; Cascio V.,"Comparetti, Antonio (55941845900)""; Fagiolini, Adriano (15724871900); Fountas, Spyros (12753870500);"" Cascio, Vincenzo (60497363300)","55941845900"";15724871900;12753870500;"" 60497363300",Field robots for precision agriculture,2025,AIMS Agriculture and Food,10,4,,885,916,3,10.3934/agrfood.2025046,https://www.scopus.com/pages/publications/105032687829?origin=resultslist,"In this review, a widely implemented method was followed. Therefore, the literature review process was divided into three phases: Planning, execution, and result analysis. Precision agriculture is a management strategy that takes into account the temporal and spatial variability to improve sustainability of agricultural production. The precision agriculture cycle is constituted by three stages: Geo-referenced measurement of within-field parameters""; analysis and interpretation of geo-referenced data for mapping within-field parameters; and spatially variable rate crop input application. The instruments and techniques needed for implementing precision agriculture are Global Navigation Satellite Systems (GNSS), proximal and/or remote sensing, spatially-based software, soil-crop simulation models, controllers for spatially variable rate crop input application, guidance systems of agricultural machines, and field robots. During the precision agriculture cycle, instead of unmanned tractors or together with them, it is possible to use field robots for seeding and planting, plant protection, fruit harvest, and other crop operations. As a consequence of intensification, mechanisation, and automation, agricultural production has significantly increased over time. In both traditional and precision agriculture, the automation of crop operations is possible through the employment of robots, as they can accomplish repetitive labour tasks by keeping high precision, as well as saving time and energy during the working day. A total of 20 case studies of implementation of robots in agriculture and forestry were counted: Optimised coverage for arable farming; weed control; high precision seeding; crop yield estimation; precision irrigation; tree fruit production; vehicle formation control; date palm tree spraying; plant probing; cucumber harvesting; cucumber leaf removal; rose harvesting; strawberry harvesting; pot handling in nurseries and greenhouses; precision forestry; semi-automation of forwarder crane; livestock breeding and nurturing; livestock exploitation; livestock harvesting, slaughtering and processing;"" and aerial-based precision agriculture. In this review, Unmanned Ground Vehicles (UGVs) were classified according to different parameters and some examples were described for each category of agricultural UGVs or field robots. Precision agriculture will be widely implemented if cost-effective field robots are developed. From this study, it is possible to conclude that the most researched perception solutions are based on vision and cloud point sensors, and the UAV carrying some sensors is the preferred robotic solution for monitoring a large field, while a ground-based robot shows a unique design based on its required tasks. As such, agricultural tasks are becoming increasingly automated, above all in high-profit agriculture. © 2025 the Author(s), licensee AIMS Press. This is an open access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0)","agricultural robotics""; guidance systems of agricultural machines; precision farming;"" unmanned tractors",,Article,Final,"All Open Access""; Gold Open Access;"" Green Open Access",Scopus
Kilic M.; Özçakal E.,"Kilic, Murat (57220535096)"";"" Özçakal, Emrah (47561669500)","57220535096"";"" 47561669500",Optimization of Irrigation Programming for Different Water Allocation Strategies at Network Level: Method and Application,2024,Water Resources Management,38,15,,5991,6005,11,10.1007/s11269-024-03938-1,https://www.scopus.com/pages/publications/85200680029?origin=resultslist,"Optimum irrigation programming at network level is important not only for maximum yield and benefit from the system but also for sustainable use of constrained resources. The subject of this investigation is to devise a method which enables optimum water allocation in irrigation networks, to apply it to a real system, and to analyze the results. In the first step, the irrigation district was divided into the most suitable water allocation zones considering the hydraulic properties of the canals. Next, alternative system rotation periods were defined in accordance with the properties of the research area, the hydraulic infrastructure of the irrigation network and the crop pattern. In this process, the model was run for five different water allocation strategies. The model was applied to the command area of Sarıkız Irrigation Association in the Ahmetli Regulator Right Bank Irrigation System in the Gediz Basin. Therefore, irrigation programs were prepared for the crop pattern, which receives water from 45 tertiary canals of the Y9 secondary. The irrigation time allocated to each tertiary canal and the amount of irrigation water were evaluated, together with the water shortage levels which occurred in these tertiary canals. The results indicated that the model defined the optimum system rotation period, the borders and the sizes of the most suitable water allocation zones, and the most suitable irrigation programs under the prevailing conditions. The proposed model can provide an insight for decision makers as a decision support tool. © The Author(s) 2024.","Decision support system""; Irrigation programming at network level; Optimum irrigation time; System rotation period; Water allocation model;"" Water allocation zones in a rotation system","Gediz Basin""; Turkey; Artificial intelligence; Canals; Crops; Decision making; Irrigation; Rotation; Water supply; Allocation strategy; Irrigation programming at network level; Network level; Optimum irrigation time; Rotation period; System rotation; System rotation period; Water allocation models; Water allocation zone in a rotation system; Water allocations; decision support system; irrigation; model; networking; optimization; water management;"" Decision support systems",Article,Final,"All Open Access"";"" Hybrid Gold Open Access",Scopus
Brocca L.; Gaona J.; Bavera D.; Fioravanti G.; Puca S.; Ciabatta L.; Filippucci P.; Mosaffa H.; Esposito G.; Roberto N.; Dari J.; Vreugdenhil M.; Wagner W.,"Brocca, Luca (23767199100)""; Gaona, Jaime (57565159600); Bavera, Davide (27267457300); Fioravanti, Guido (34876422800); Puca, Silvia (6507551433); Ciabatta, Luca (56188402400); Filippucci, Paolo (57195512103); Mosaffa, Hamidreza (57204531700); Esposito, Giuseppe (7202317354); Roberto, Nicoletta (54409265600); Dari, Jacopo (57204200910); Vreugdenhil, Mariette (55822193100);"" Wagner, Wolfgang (58038573700)","23767199100"";57565159600;27267457300;34876422800;6507551433;56188402400;57195512103;57204531700;7202317354;54409265600;57204200910;55822193100;"" 58038573700",Exploring the actual spatial resolution of 1 km satellite soil moisture products,2024,Science of the Total Environment,945,,174087,,,29,10.1016/j.scitotenv.2024.174087,https://www.scopus.com/pages/publications/85196529267?origin=resultslist,"High-resolution soil moisture data is crucial in the development of hydrological applications as it provides detailed insights into the spatiotemporal variability of soil moisture. The emergence of advanced remote sensing technologies, alongside the widespread adoption of machine learning, has facilitated the creation of continental and global soil moisture products both at fine spatial (1 km) and temporal (daily) scales. Some of these products rely on several data sources as input (satellite, in situ, modelling), and therefore an evaluation of their actual spatial and temporal resolution is required. Nevertheless, the absence of appropriate ground monitoring networks poses a significant challenge for this assessment. In this study, five high-resolution (1 km) soil moisture products (S1-RT1, S1-COP, SMAP-Planet, SMAP-NSIDC, and ESACCI-Zheng) were analysed and evaluated throughout the Italian territory, together with a coarse resolution (12.5 km) dataset for comparison (ASCAT-HSAF). The main objective is to investigate their actual spatial and temporal resolution, and accuracy. Firstly, a cross-comparison of the products in space and time is carried out, including the use of triple collocation analysis. Secondly, an application-based assessment is implemented, considering irrigation, fire, drought, and precipitation case studies. The results clearly indicate the limitations and the potential of each product. Sentinel-1 based products (S1-COP and S1-RT1) are found able to reproduce high-resolution spatial patterns by detecting localised events for irrigation, fire, and precipitation. Their lower temporal resolution leads to accuracies lower than that of the SMAP-Planet product, and comparable with SMAP-NSIDC and ESACCI-Zheng products. However, SMAP-Planet is found to have an actual spatial resolution coarser than 1 km. The study highlights the need for further research to improve the high-resolution soil moisture products, and particularly to determine accurately the spatial resolution represented in soil moisture products. At the same time, the analysed products are found able to address high-resolution applications for the first time, opening promising activities for their operational use in hydrology and water resources management. © 2024 The Authors","Drought""; Fires; High resolution; Irrigation; Precipitation; Remote sensing;"" Soil moisture","Drought""; Image resolution; Irrigation; Remote sensing; Space optics; Water resources; Data-source; High resolution; Machine-learning; Moisture data; Remote sensing technology; Remote-sensing; Satellite soil moisture; Spatial and temporal resolutions; Spatial resolution; Spatiotemporal variability; drought; irrigation; machine learning; remote sensing; satellite data; soil moisture; spatial resolution; article; drought; fire; hydrology; machine learning; precipitation; remote sensing; soil moisture; water supply;"" Soil moisture",Article,Final,"All Open Access"";"" Hybrid Gold Open Access",Scopus
