long,lat,id_arbol,altura_tot,diametro,inclinacio,id_especie,nombre_com,nombre_cie,tipo_folla,espacio_ve,ubicacion,nombre_fam,nombre_gen,origen,coord_x,coord_y
-58.467163933900004,-34.6656319798,439,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99645.850049,95966.21054
-58.4671636539,-34.6665132209,440,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99645.888211,95868.459426
-58.46715674560001,-34.6658623864,441,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99646.510576,95940.65377
-58.467154594700006,-34.6664439912,442,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99646.718031,95876.135262
-58.4671499952,-34.66612236,443,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99647.132941,95911.817523
-58.4671470272,-34.6657062585,444,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99647.40733999999,95957.979147
-58.4671470192,-34.665555809299995,445,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99647.40733999999,95974.664403
-58.467144621,-34.66559394,446,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99647.62981,95970.437471
-58.4671409321,-34.6659802043,447,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99647.962761,95927.584104
-58.4671397224,-34.6658004585,448,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.07475,95947.523053
-58.4671397157,-34.6656741677,449,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.07475,95961.538668
-58.467138664,-34.6664121712,450,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.170216,95879.661997
-58.467136476,-34.666300033,451,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.37767100001,95892.109297
-58.467132395,-34.6654695426,452,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.74216000001,95984.230616
-58.46713189729999,-34.66636728,453,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99648.792581,95884.640917
-58.4671202878,-34.6655257024,454,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99649.854511,95978.001454
-58.467113795,-34.6665299894,455,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99650.452221,95866.59233099999
-58.4671137739,-34.666133539099995,456,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99650.452221,95910.572793
-58.4671129768,-34.6655037077,457,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99650.521921,95980.448625
-58.4671057827,-34.6656280156,458,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99651.189331,95966.65548
-58.467104707299995,-34.665922243400004,459,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99651.282041,95934.015209
-58.4671032649,-34.665467560500005,460,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99651.411801,95984.45308600001
-58.46710022520001,-34.665753946,461,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99651.696951,95952.68616
-58.4670956719,-34.6663018373,462,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.111861,95891.90184199999
-58.467095667399995,-34.666215840599996,463,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.111861,95901.444773
-58.4670935563,-34.6654936123,464,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.301681,95981.560975
-58.4670934769,-34.666056918,465,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.319316,95919.07844900001
-58.467091205299994,-34.6664271367,466,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.526771,95878.002357
-58.4670911818,-34.6659820991,467,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.526771,95927.376649
-58.4670887649,-34.6656661468,468,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.746622,95962.428548
-58.4670866244,-34.6664533686,469,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99652.941681,95875.097987
-58.4670838512,-34.6655859194,470,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.191562,95971.327351
-58.4670838497,-34.6655577947,471,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.191562,95974.44193300001
-58.4670798435,-34.6661391292,472,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.564046,95909.950428
-58.4670766566,-34.6657022046,473,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.858972,95958.424087
-58.467075391,-34.6665318838,474,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.97895599999,95866.384876
-58.4670753558,-34.665862389299996,475,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99653.97895599999,95940.65377
-58.4670669373,-34.665525704299995,476,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99654.748852,95978.001454
-58.4670617125,-34.6657558404,477,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99655.223686,95952.478705
-58.4670572727,-34.6663935144,478,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99655.638596,95881.73654700001
-58.4670572479,-34.6659184591,479,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99655.638596,95934.43011900001
-58.4670526729,-34.6660587223,480,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99656.053506,95918.87099400001
-58.4670482292,-34.6666216675,481,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99656.468416,95856.42703600001
-58.467047513800004,-34.6654595398,482,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99656.528613,95985.342966
-58.4670450133,-34.6656280178,483,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99656.75108300001,95966.65548
-58.4670426107,-34.6655818645,484,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99656.973553,95971.772292
-58.4670413457,-34.6664309245,485,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.09078099999,95877.587447
-58.467040205699995,-34.665491631100004,486,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.196023,95981.78344500001
-58.46703915729999,-34.666307518400004,487,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.298236,95891.279477
-58.4670391339,-34.6658586948,488,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.298236,95941.06868
-58.4670378213,-34.6657944226,489,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.41849299999,95948.190463
-58.4670378084,-34.6655477905,490,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99657.41849299999,95975.554283
-58.4670301135,-34.6665318854,491,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.12805700001,95866.384876
-58.4670300976,-34.6662270207,492,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.12805700001,95900.20004299999
-58.4670278026,-34.666152292,493,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.335512,95908.498243
-58.467025595200006,-34.6656640758,494,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.53084400001,95962.65101799999
-58.4670232367,-34.6664683346,495,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.750422,95873.43834600001
-58.4670207963,-34.6656941838,496,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99658.97578400001,95959.313967
-58.467016468400004,-34.6663916229,497,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99659.372787,95881.944002
-58.4670119745,-34.6659932797,498,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99659.787697,95926.131919
-58.467009715,-34.6666029191,499,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99659.995152,95858.501586
-58.4670096874,-34.6660699918,500,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99659.995152,95917.626263
-58.4670073796,-34.6657483604,501,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99660.202607,95953.308525
-58.467005118100005,-34.6663205904,502,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99660.410062,95889.827292
-58.467000650600006,-34.6664309259,503,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99660.824972,95877.587447
-58.466998968199995,-34.6655438255,504,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99660.978015,95975.999223
-58.4669961513,-34.6659259432,505,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99661.23988200001,95933.600299
-58.466991657,-34.6655157011,506,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99661.645425,95979.113804
-58.4669893169,-34.666683327600005,507,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99661.862247,95849.58102
-58.4669893147,-34.6666403293,508,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99661.862247,95854.352486
-58.466989255,-34.665481627,509,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99661.867895,95982.895796
-58.4669871272,-34.6665337799,510,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.069702,95866.177421
-58.466987092,-34.6658512147,511,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.069702,95941.8985
-58.4669867525,-34.6656139575,512,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.090365,95968.21277
-58.4669867445,-34.6654595419,513,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.090365,95985.342966
-58.4669819544,-34.665660111,514,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.535305,95963.095958
-58.46698195020001,-34.6655779003,515,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99662.535305,95972.21723200001
-58.4669757608,-34.6661504008,516,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99663.106977,95908.705698
-58.466973484200004,-34.666432819899995,517,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99663.314432,95877.379992
-58.466973473500005,-34.6662252198,518,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99663.314432,95900.407498
-58.4669644267,-34.6663935177,519,22,34,0,330,Eucalipto,Eucalyptus sp.,Árbol Latifoliado Perenne,INDOAMERICANO,"LACARRA, Av. - ESCALADA, Av. - CASTAÑARES, Av. - FERNANDEZ  de la CRUZ, FRANCISCO, Gral. Av.",Mirtáceas,Eucalyptus,Exótico,99664.144252,95881.73654700001
